id,campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas,upload_timestamp
439,535244,"App Push Notification",2024-09-18,Premium,SMS,2229,225,56,1037.53,9489.14,2.52,"2024-11-20 15:56:34"
440,813034,"Email Campaign",2024-09-18,All,SMS,5410,186,24,2346.65,6244.48,2.59,"2024-11-20 15:56:34"
441,655512,"Referral Program",2024-09-18,All,App,3646,402,82,1417.46,6289.99,1.62,"2024-11-20 15:56:34"
442,659493,"New User Discount",2024-09-17,All,"Social Media",5499,366,88,3002.92,2363.1,3.94,"2024-11-20 15:56:34"
443,62233,"Weekend Special",2024-09-17,Premium,App,3415,872,19,4807.34,5882,2.62,"2024-11-20 15:56:34"
444,855765,"Festival Offer",2024-09-17,"New Users",SMS,2993,898,35,1668.78,2363.95,1.71,"2024-11-20 15:56:34"
445,995251,"Flash Sale",2024-09-17,All,SMS,6986,873,91,3764.01,7547.08,3.69,"2024-11-20 15:56:34"
446,918820,"Membership Drive",2024-09-17,Inactive,SMS,6311,620,14,4722.04,8203.36,1.85,"2024-11-20 15:56:34"
447,353164,"Category Promotion",2024-09-17,All,App,6998,283,46,3344.54,7301.58,3.92,"2024-11-20 15:56:34"
448,548074,"App Push Notification",2024-09-17,Premium,"Social Media",1896,372,81,3476.78,6836.88,2.59,"2024-11-20 15:56:34"
449,230770,"Email Campaign",2024-09-17,"New Users","Social Media",9836,928,16,4083.69,9825.67,2.45,"2024-11-20 15:56:34"
450,887948,"Referral Program",2024-09-17,All,"Social Media",6893,638,51,3961.37,8436.86,2.47,"2024-11-20 15:56:34"
451,953820,"New User Discount",2024-09-16,Inactive,"Social Media",2554,757,68,3398.43,7685.6,2.05,"2024-11-20 15:56:34"
452,194328,"Weekend Special",2024-09-16,Premium,SMS,3032,528,44,4537.04,6317.38,2.53,"2024-11-20 15:56:34"
453,526932,"Festival Offer",2024-09-16,"New Users",App,2966,466,74,4368.28,2078.06,1.58,"2024-11-20 15:56:34"
454,239332,"Flash Sale",2024-09-16,"New Users",Email,3104,439,82,3771.94,4110.53,3.89,"2024-11-20 15:56:34"
455,536128,"Membership Drive",2024-09-16,Premium,"Social Media",4651,872,72,4511.18,9387.89,2.79,"2024-11-20 15:56:34"
456,148488,"Category Promotion",2024-09-16,Inactive,SMS,8567,124,65,4114.66,7749.69,3.51,"2024-11-20 15:56:34"
457,758009,"App Push Notification",2024-09-16,Inactive,SMS,2287,229,55,4649.78,2292.71,2.25,"2024-11-20 15:56:34"
458,601602,"Email Campaign",2024-09-16,"New Users",App,5040,282,80,4494.56,5536.93,3.54,"2024-11-20 15:56:34"
459,359877,"Referral Program",2024-09-16,"New Users",Email,3890,241,46,1096.3,6333.43,1.89,"2024-11-20 15:56:34"
460,579732,"New User Discount",2024-09-15,"New Users","Social Media",9309,932,21,3901.76,3441.23,3,"2024-11-20 15:56:34"
461,770315,"Weekend Special",2024-09-15,All,SMS,7745,569,80,2566.25,5070.32,1.62,"2024-11-20 15:56:34"
462,338848,"Festival Offer",2024-09-15,Premium,SMS,5986,585,81,2308.55,2644.99,2.18,"2024-11-20 15:56:34"
463,304320,"Flash Sale",2024-09-15,All,SMS,6016,507,95,1291.54,8483.77,3.19,"2024-11-20 15:56:34"
464,327481,"Membership Drive",2024-09-15,Premium,"Social Media",7171,328,89,3620.22,6344.97,3.41,"2024-11-20 15:56:34"
465,954270,"Category Promotion",2024-09-15,Premium,Email,6581,142,95,4185.84,7955.12,2.12,"2024-11-20 15:56:34"
466,388343,"App Push Notification",2024-09-15,All,Email,7205,762,63,1052.25,7690.23,3.44,"2024-11-20 15:56:34"
467,957709,"Email Campaign",2024-09-15,Inactive,"Social Media",4954,344,21,2423.63,7850.83,2.58,"2024-11-20 15:56:34"
468,456168,"Referral Program",2024-09-15,"New Users",SMS,7195,293,73,1933.06,8067.77,3.65,"2024-11-20 15:56:34"
469,187270,"New User Discount",2024-09-14,"New Users",App,3515,632,34,3819.45,9715.99,2.24,"2024-11-20 15:56:34"
470,308542,"Weekend Special",2024-09-14,"New Users",Email,7732,760,68,2173.02,5551.08,3.67,"2024-11-20 15:56:34"
471,885829,"Festival Offer",2024-09-14,"New Users",SMS,9327,344,26,1184.78,6519.08,1.62,"2024-11-20 15:56:34"
472,268619,"Flash Sale",2024-09-14,Premium,Email,3996,821,22,4662.11,3163.63,3.04,"2024-11-20 15:56:34"
473,602385,"Membership Drive",2024-09-14,Inactive,SMS,5959,727,14,1930.88,5315.57,3,"2024-11-20 15:56:34"
474,197468,"Category Promotion",2024-09-14,"New Users",SMS,7815,614,38,1452.62,8500.81,2.19,"2024-11-20 15:56:34"
475,399124,"App Push Notification",2024-09-14,Inactive,App,2364,893,30,4344.97,6357.39,2.14,"2024-11-20 15:56:34"
476,252668,"Email Campaign",2024-09-14,Premium,App,1955,589,72,4987.68,2722.52,3,"2024-11-20 15:56:34"
477,596992,"Referral Program",2024-09-14,"New Users",App,2446,698,56,2058.06,2017.82,3.47,"2024-11-20 15:56:34"
478,335092,"New User Discount",2024-09-13,Inactive,SMS,8492,339,53,2485.5,6002.71,2.04,"2024-11-20 15:56:34"
479,928938,"Weekend Special",2024-09-13,All,Email,4954,195,86,2291.92,5622.94,3.61,"2024-11-20 15:56:34"
480,809730,"Festival Offer",2024-09-13,Premium,App,3597,238,39,2493.48,2234.52,3.88,"2024-11-20 15:56:34"
481,430687,"Flash Sale",2024-09-13,Premium,Email,2954,495,33,2847.36,5177.1,2.61,"2024-11-20 15:56:34"
482,812811,"Membership Drive",2024-09-13,Inactive,"Social Media",8446,209,70,3036.29,8859.44,3.86,"2024-11-20 15:56:34"
483,531923,"Category Promotion",2024-09-13,All,"Social Media",3858,876,69,3110.86,6860.01,3.24,"2024-11-20 15:56:34"
484,854027,"App Push Notification",2024-09-13,Premium,SMS,7095,967,13,2503.85,6353.24,1.97,"2024-11-20 15:56:34"
485,571690,"Email Campaign",2024-09-13,All,App,9965,864,39,1068.06,5163.44,2.08,"2024-11-20 15:56:34"
486,737031,"Referral Program",2024-09-13,Premium,Email,2101,511,78,1680.65,8173.7,2.87,"2024-11-20 15:56:34"
487,280359,"New User Discount",2024-09-12,All,"Social Media",4909,557,44,4694.99,5262.26,2.66,"2024-11-20 15:56:34"
488,306683,"Weekend Special",2024-09-12,Inactive,SMS,6087,695,93,1398.83,4143.99,2.7,"2024-11-20 15:56:34"
489,436990,"Festival Offer",2024-09-12,"New Users",App,9162,484,65,4483.26,5777.11,1.93,"2024-11-20 15:56:34"
490,394785,"Flash Sale",2024-09-12,All,App,8906,920,73,4847.74,2188.06,2.42,"2024-11-20 15:56:34"
491,329029,"Membership Drive",2024-09-12,"New Users","Social Media",9296,410,97,4975.13,5145.89,3.32,"2024-11-20 15:56:34"
492,450016,"Category Promotion",2024-09-12,"New Users",SMS,4649,616,40,1285.75,2689.6,1.76,"2024-11-20 15:56:34"
493,142430,"App Push Notification",2024-09-12,"New Users",App,4671,904,71,2436.42,5253.8,2.69,"2024-11-20 15:56:34"
494,987130,"Email Campaign",2024-09-12,Premium,SMS,4020,759,16,3362.31,5961.25,3.14,"2024-11-20 15:56:34"
495,728157,"Referral Program",2024-09-12,All,Email,7376,381,93,2530.85,2270.95,2.41,"2024-11-20 15:56:34"
496,803870,"New User Discount",2024-09-11,All,Email,5141,160,15,4286.56,7103.62,3.37,"2024-11-20 15:56:34"
497,505467,"Weekend Special",2024-09-11,Inactive,App,4480,506,38,3670.66,5352.24,2.05,"2024-11-20 15:56:34"
498,20834,"Festival Offer",2024-09-11,All,App,4599,595,77,3419.35,5493.47,3.3,"2024-11-20 15:56:34"
499,443226,"Flash Sale",2024-09-11,Inactive,SMS,5025,770,86,4178.33,5877.36,1.8,"2024-11-20 15:56:34"
500,175411,"Membership Drive",2024-09-11,Inactive,SMS,1032,709,23,2471.49,5235.05,2.49,"2024-11-20 15:56:34"
501,678790,"Category Promotion",2024-09-11,Inactive,SMS,4840,528,77,1833.61,8867.29,2.65,"2024-11-20 15:56:34"
502,101853,"App Push Notification",2024-09-11,All,App,9616,787,85,4932.48,7009.97,3.83,"2024-11-20 15:56:34"
503,910314,"Email Campaign",2024-09-11,All,"Social Media",2475,817,37,3298.03,3580.59,2.66,"2024-11-20 15:56:34"
504,601503,"Referral Program",2024-09-11,Premium,App,6592,235,22,1113.34,4703.74,1.54,"2024-11-20 15:56:34"
505,904811,"New User Discount",2024-09-10,Premium,"Social Media",3402,517,15,4301.06,5115.25,2.63,"2024-11-20 15:56:34"
506,31771,"Weekend Special",2024-09-10,"New Users",SMS,9549,854,81,2562.95,4020.32,2.01,"2024-11-20 15:56:34"
507,608338,"Festival Offer",2024-09-10,Inactive,"Social Media",8906,761,15,4494.13,7443.03,3.96,"2024-11-20 15:56:34"
508,428511,"Flash Sale",2024-09-10,Inactive,"Social Media",9911,232,88,4084.51,4219.51,2.57,"2024-11-20 15:56:34"
509,143053,"Membership Drive",2024-09-10,"New Users",SMS,5021,362,19,1323.48,9333.82,3.4,"2024-11-20 15:56:34"
510,950893,"Category Promotion",2024-09-10,Inactive,"Social Media",8182,881,55,1806.74,7654.21,1.86,"2024-11-20 15:56:34"
511,736511,"App Push Notification",2024-09-10,"New Users",App,8616,111,33,1237.11,4075.84,3.52,"2024-11-20 15:56:34"
512,588295,"Email Campaign",2024-09-10,"New Users","Social Media",4076,273,76,4004.88,9802.82,3.49,"2024-11-20 15:56:34"
513,9624,"Referral Program",2024-09-10,"New Users",App,4172,144,57,1139.8,9098.98,2.5,"2024-11-20 15:56:34"
514,35634,"New User Discount",2024-09-09,"New Users",App,7447,473,42,4306.67,4989.95,3.58,"2024-11-20 15:56:34"
515,523181,"Weekend Special",2024-09-09,Premium,SMS,8883,279,15,2100.99,6727.19,3.85,"2024-11-20 15:56:34"
516,113406,"Festival Offer",2024-09-09,All,Email,7081,122,60,4735.99,5654.34,2.04,"2024-11-20 15:56:34"
517,810456,"Flash Sale",2024-09-09,All,SMS,6473,749,65,2685.99,5597.28,2.83,"2024-11-20 15:56:34"
518,309090,"Membership Drive",2024-09-09,All,Email,3148,389,11,1348.31,4970.71,1.82,"2024-11-20 15:56:34"
519,977629,"Category Promotion",2024-09-09,Premium,"Social Media",9516,197,76,3822.96,6746.74,3.04,"2024-11-20 15:56:34"
520,859199,"App Push Notification",2024-09-09,Inactive,"Social Media",3429,887,65,3390.47,3673.82,1.77,"2024-11-20 15:56:34"
521,212822,"Email Campaign",2024-09-09,"New Users",App,3669,725,21,4864.35,4546.27,3.7,"2024-11-20 15:56:34"
522,512433,"Referral Program",2024-09-09,All,"Social Media",1825,212,69,3070.4,3746.48,1.5,"2024-11-20 15:56:34"
523,25450,"New User Discount",2024-09-08,Premium,SMS,6787,370,16,2589.07,9052.38,2.48,"2024-11-20 15:56:34"
524,652216,"Weekend Special",2024-09-08,All,Email,8135,263,55,4992.36,7952.51,1.51,"2024-11-20 15:56:34"
525,819470,"Festival Offer",2024-09-08,Premium,"Social Media",2547,856,51,1559.86,8784.16,2.25,"2024-11-20 15:56:34"
526,804628,"Flash Sale",2024-09-08,Inactive,SMS,2852,286,36,4869.73,5326.89,3.52,"2024-11-20 15:56:34"
527,525112,"Membership Drive",2024-09-08,All,App,7136,603,93,1337.14,8534.88,3.88,"2024-11-20 15:56:34"
528,71446,"Category Promotion",2024-09-08,Premium,App,7445,611,36,3476.88,2079.66,2.06,"2024-11-20 15:56:34"
529,313134,"App Push Notification",2024-09-08,All,SMS,4536,282,87,1998.68,5444.3,1.71,"2024-11-20 15:56:34"
530,662582,"Email Campaign",2024-09-08,Inactive,SMS,3673,480,72,3885.23,3226.5,1.78,"2024-11-20 15:56:34"
531,8292,"Referral Program",2024-09-08,All,SMS,6368,322,49,2067,4930.9,2.78,"2024-11-20 15:56:34"
532,848267,"New User Discount",2024-09-07,Inactive,Email,9978,666,88,2561.04,7416.03,2.71,"2024-11-20 15:56:34"
533,26262,"Weekend Special",2024-09-07,"New Users",Email,7764,321,79,3709.35,2761.61,2.01,"2024-11-20 15:56:34"
534,291840,"Festival Offer",2024-09-07,Premium,Email,1403,655,35,3885.11,5937.11,3.45,"2024-11-20 15:56:34"
535,843774,"Flash Sale",2024-09-07,"New Users",App,8884,327,44,4028.68,8290.14,2.51,"2024-11-20 15:56:34"
536,107979,"Membership Drive",2024-09-07,All,Email,8648,761,83,2725.14,6312.76,3.54,"2024-11-20 15:56:34"
537,36547,"Category Promotion",2024-09-07,Inactive,App,2034,897,28,3570.22,2436.29,3.36,"2024-11-20 15:56:34"
538,616667,"App Push Notification",2024-09-07,"New Users",Email,7132,368,100,4210.77,4948.8,2.32,"2024-11-20 15:56:34"
539,954564,"Email Campaign",2024-09-07,Premium,Email,8529,188,30,3281.36,2933.9,1.84,"2024-11-20 15:56:34"
540,226055,"Referral Program",2024-09-07,Premium,SMS,4411,738,46,3518.03,7883.29,2.24,"2024-11-20 15:56:34"
541,706963,"New User Discount",2024-09-06,All,App,5308,706,56,2954.25,8117.02,3.34,"2024-11-20 15:56:34"
542,652341,"Weekend Special",2024-09-06,Premium,"Social Media",4228,203,50,3566.79,8360.63,1.53,"2024-11-20 15:56:34"
543,537646,"Festival Offer",2024-09-06,All,App,7582,133,65,4429.24,9654.93,3.85,"2024-11-20 15:56:34"
544,900256,"Flash Sale",2024-09-06,Premium,SMS,6071,246,23,1217.42,7351.02,3.78,"2024-11-20 15:56:34"
545,765222,"Membership Drive",2024-09-06,All,App,2109,627,92,1056.46,8834.55,1.88,"2024-11-20 15:56:34"
546,69566,"Category Promotion",2024-09-06,Premium,Email,3019,413,59,3136.9,2078.48,2.34,"2024-11-20 15:56:34"
547,809453,"App Push Notification",2024-09-06,"New Users",App,7909,301,54,2366.84,6042.05,2.5,"2024-11-20 15:56:34"
548,551324,"Email Campaign",2024-09-06,All,"Social Media",5661,302,21,3992.05,2040.23,1.78,"2024-11-20 15:56:34"
549,607932,"Referral Program",2024-09-06,"New Users","Social Media",5821,734,30,2942.04,9083.54,3.51,"2024-11-20 15:56:34"
550,141626,"New User Discount",2024-09-05,Premium,"Social Media",3107,100,79,1300.18,6920.98,3.58,"2024-11-20 15:56:34"
551,84838,"Weekend Special",2024-09-05,Premium,"Social Media",4043,608,32,2677.1,5040.88,3.55,"2024-11-20 15:56:34"
552,595586,"Festival Offer",2024-09-05,Inactive,SMS,5935,215,73,4424.8,5887.69,2.47,"2024-11-20 15:56:34"
553,257069,"Flash Sale",2024-09-05,Premium,Email,3317,504,69,2821.14,5593.48,3.88,"2024-11-20 15:56:34"
554,613576,"Membership Drive",2024-09-05,All,App,1228,811,97,3107.35,5219.54,1.7,"2024-11-20 15:56:34"
555,92767,"Category Promotion",2024-09-05,All,"Social Media",6007,655,24,2240.78,3075.23,3.9,"2024-11-20 15:56:34"
556,278662,"App Push Notification",2024-09-05,All,SMS,7524,627,35,1359.09,6124.31,3.17,"2024-11-20 15:56:34"
557,42409,"Email Campaign",2024-09-05,Inactive,Email,7417,555,18,1233.05,5467.16,2.01,"2024-11-20 15:56:34"
558,376246,"Referral Program",2024-09-05,Premium,App,1394,445,65,1608.06,4481.89,2.66,"2024-11-20 15:56:34"
559,772273,"New User Discount",2024-09-04,"New Users",App,6459,284,64,3403.46,8555.12,1.61,"2024-11-20 15:56:34"
560,474751,"Weekend Special",2024-09-04,All,Email,4519,565,78,4355.17,6566.9,2.8,"2024-11-20 15:56:34"
561,612901,"Festival Offer",2024-09-04,"New Users","Social Media",7553,668,95,2622.89,5302.23,3.24,"2024-11-20 15:56:34"
562,559313,"Flash Sale",2024-09-04,All,"Social Media",1753,731,87,3222.65,3488.35,3.52,"2024-11-20 15:56:34"
563,750185,"Membership Drive",2024-09-04,"New Users","Social Media",7693,850,26,4094.6,4941.12,2.7,"2024-11-20 15:56:34"
564,84625,"Category Promotion",2024-09-04,Premium,SMS,7618,145,62,1987.68,7711.53,3.42,"2024-11-20 15:56:34"
565,160588,"App Push Notification",2024-09-04,"New Users","Social Media",7457,344,21,3735.31,2098.23,3.54,"2024-11-20 15:56:34"
566,375918,"Email Campaign",2024-09-04,"New Users",App,4655,144,10,3350.61,2679.66,3.75,"2024-11-20 15:56:34"
567,393597,"Referral Program",2024-09-04,Premium,"Social Media",5909,924,36,4380.53,4416.73,2.76,"2024-11-20 15:56:34"
568,106263,"New User Discount",2024-09-03,Inactive,SMS,1800,121,43,3868.25,3490.15,3.86,"2024-11-20 15:56:34"
569,91797,"Weekend Special",2024-09-03,Inactive,Email,8856,303,73,2097.23,6508.66,2.55,"2024-11-20 15:56:34"
570,134467,"Festival Offer",2024-09-03,Inactive,App,3167,343,97,3052.4,2219.36,2.81,"2024-11-20 15:56:34"
571,300089,"Flash Sale",2024-09-03,"New Users",Email,4667,911,64,4767.46,9527.34,3.26,"2024-11-20 15:56:34"
572,909742,"Membership Drive",2024-09-03,Premium,Email,9368,543,45,3166.02,9341.21,1.94,"2024-11-20 15:56:34"
573,34197,"Category Promotion",2024-09-03,Inactive,Email,1801,237,39,1838.08,5871.67,1.95,"2024-11-20 15:56:34"
574,942149,"App Push Notification",2024-09-03,All,SMS,5199,470,79,2522.37,6793.74,3.59,"2024-11-20 15:56:34"
575,235150,"Email Campaign",2024-09-03,All,"Social Media",8272,889,17,3752.3,5944.56,2.84,"2024-11-20 15:56:34"
576,265613,"Referral Program",2024-09-03,All,"Social Media",6446,821,67,2623.22,7004.42,3.49,"2024-11-20 15:56:34"
577,699708,"New User Discount",2024-09-02,"New Users",App,8913,556,15,3563.71,8368.29,2.92,"2024-11-20 15:56:34"
578,564414,"Weekend Special",2024-09-02,All,Email,3442,378,65,4869.53,9711.64,2.91,"2024-11-20 15:56:34"
579,275834,"Festival Offer",2024-09-02,Premium,"Social Media",6944,629,48,4600.23,2410.01,1.88,"2024-11-20 15:56:34"
580,560270,"Flash Sale",2024-09-02,All,Email,9286,706,39,4678.69,3740.59,1.92,"2024-11-20 15:56:34"
581,698854,"Membership Drive",2024-09-02,All,"Social Media",4393,950,62,3692.83,8680.99,2.6,"2024-11-20 15:56:34"
582,304933,"Category Promotion",2024-09-02,All,Email,4702,294,82,2940.73,8030.8,1.8,"2024-11-20 15:56:34"
583,707038,"App Push Notification",2024-09-02,All,SMS,7209,151,89,4212.55,4179.55,3.55,"2024-11-20 15:56:34"
584,520794,"Email Campaign",2024-09-02,All,App,4094,885,12,4519.23,7795.42,2.69,"2024-11-20 15:56:34"
585,729973,"Referral Program",2024-09-02,Inactive,Email,8164,873,96,1969.59,8899.66,2.63,"2024-11-20 15:56:34"
586,736829,"New User Discount",2024-09-01,"New Users","Social Media",1422,302,88,4238.34,3731.53,3.05,"2024-11-20 15:56:34"
587,398685,"Weekend Special",2024-09-01,All,Email,2164,190,93,2353.05,6828.39,2.12,"2024-11-20 15:56:34"
588,41538,"Festival Offer",2024-09-01,All,"Social Media",8700,975,48,2673.2,4536.76,2.66,"2024-11-20 15:56:34"
589,212280,"Flash Sale",2024-09-01,All,App,8909,592,96,3493.19,5324.42,2.29,"2024-11-20 15:56:34"
590,303662,"Membership Drive",2024-09-01,"New Users",App,4875,593,55,2046.73,7664.79,1.83,"2024-11-20 15:56:34"
591,562441,"Category Promotion",2024-09-01,Premium,SMS,7368,292,31,4101.73,6904.06,2.18,"2024-11-20 15:56:34"
592,388717,"App Push Notification",2024-09-01,Inactive,App,6810,938,95,1844.63,6778.49,2.81,"2024-11-20 15:56:34"
593,418170,"Email Campaign",2024-09-01,Inactive,App,5648,389,88,2432.33,2998.61,3.6,"2024-11-20 15:56:34"
594,965389,"Referral Program",2024-09-01,"New Users",Email,7053,154,98,4843.93,8791.64,3.24,"2024-11-20 15:56:34"
595,604783,"New User Discount",2024-08-31,All,SMS,6198,250,98,3305.56,4885,2.64,"2024-11-20 15:56:34"
596,966480,"Weekend Special",2024-08-31,"New Users","Social Media",8359,439,65,1039.08,5569.58,1.81,"2024-11-20 15:56:34"
597,668481,"Festival Offer",2024-08-31,All,Email,9146,264,90,1124.49,4826.22,3.5,"2024-11-20 15:56:34"
598,27202,"Flash Sale",2024-08-31,Premium,Email,6510,679,47,4842.73,9894.47,3.36,"2024-11-20 15:56:34"
599,964374,"Membership Drive",2024-08-31,Premium,Email,9482,767,79,4083.54,6471.88,2.63,"2024-11-20 15:56:34"
600,106315,"Category Promotion",2024-08-31,All,App,2915,535,40,3758,8693.91,3.12,"2024-11-20 15:56:34"
601,490387,"App Push Notification",2024-08-31,Inactive,SMS,5523,692,70,1092.09,4661.36,2,"2024-11-20 15:56:34"
602,398867,"Email Campaign",2024-08-31,"New Users",App,9583,168,96,4198.7,5564.01,1.54,"2024-11-20 15:56:34"
603,219517,"Referral Program",2024-08-31,Inactive,SMS,2284,179,58,3494.49,9301.19,2.02,"2024-11-20 15:56:34"
604,458235,"New User Discount",2024-08-30,"New Users",App,4669,246,11,4396.4,7134.6,1.97,"2024-11-20 15:56:34"
605,632559,"Weekend Special",2024-08-30,"New Users",Email,7983,185,12,3247.33,6025.89,3.07,"2024-11-20 15:56:34"
606,764433,"Festival Offer",2024-08-30,Inactive,SMS,8965,137,73,2144.45,7048.71,3.21,"2024-11-20 15:56:34"
607,515231,"Flash Sale",2024-08-30,Inactive,"Social Media",6432,650,24,3232.09,2763.84,3.29,"2024-11-20 15:56:34"
608,938560,"Membership Drive",2024-08-30,All,"Social Media",5700,262,61,4132.36,2712.71,3.89,"2024-11-20 15:56:34"
609,134796,"Category Promotion",2024-08-30,All,App,2565,110,26,4959.67,7866.39,3.98,"2024-11-20 15:56:34"
610,165252,"App Push Notification",2024-08-30,Premium,"Social Media",5720,208,21,2380.07,2983.92,2.37,"2024-11-20 15:56:34"
611,926899,"Email Campaign",2024-08-30,Premium,"Social Media",9463,814,40,1709.36,6276.05,3.05,"2024-11-20 15:56:34"
612,89611,"Referral Program",2024-08-30,"New Users","Social Media",3326,180,60,1621.38,2629.63,3.32,"2024-11-20 15:56:34"
613,349974,"New User Discount",2024-08-29,Inactive,App,5479,267,45,2111.78,2571.64,3.61,"2024-11-20 15:56:34"
614,840932,"Weekend Special",2024-08-29,Inactive,"Social Media",3101,981,29,2507.26,4441.74,2.04,"2024-11-20 15:56:34"
615,270200,"Festival Offer",2024-08-29,All,App,3533,612,80,1250.71,3949.22,3.8,"2024-11-20 15:56:34"
616,541518,"Flash Sale",2024-08-29,Premium,"Social Media",8702,482,16,2710.84,7386.55,1.91,"2024-11-20 15:56:34"
617,665101,"Membership Drive",2024-08-29,All,Email,3334,778,61,3179.73,6061.9,2.34,"2024-11-20 15:56:34"
618,531087,"Category Promotion",2024-08-29,All,App,2945,321,74,2394.67,9955.62,3.24,"2024-11-20 15:56:34"
619,908997,"App Push Notification",2024-08-29,Premium,Email,9581,853,40,2550.54,3123.29,2.28,"2024-11-20 15:56:34"
620,598433,"Email Campaign",2024-08-29,Inactive,App,9065,223,11,3967.19,9624.43,3.36,"2024-11-20 15:56:34"
621,261172,"Referral Program",2024-08-29,Premium,Email,8368,730,70,2215.08,6530.38,3.33,"2024-11-20 15:56:34"
622,106560,"New User Discount",2024-08-28,Premium,"Social Media",6236,987,51,1731.08,6403.47,3.15,"2024-11-20 15:56:34"
623,597318,"Weekend Special",2024-08-28,Inactive,SMS,3845,681,63,3576.19,7355.25,1.84,"2024-11-20 15:56:34"
624,154974,"Festival Offer",2024-08-28,Premium,Email,6260,301,55,4906.43,6597.35,2.74,"2024-11-20 15:56:34"
625,235562,"Flash Sale",2024-08-28,All,Email,9389,631,93,3591.5,8002.71,2.41,"2024-11-20 15:56:34"
626,746461,"Membership Drive",2024-08-28,All,Email,9294,679,28,4134.06,6930.78,2.51,"2024-11-20 15:56:34"
627,799372,"Category Promotion",2024-08-28,Inactive,"Social Media",5214,305,65,3484.05,4879.82,2.62,"2024-11-20 15:56:34"
628,947076,"App Push Notification",2024-08-28,Inactive,SMS,6307,711,29,1798.32,5753.52,3.96,"2024-11-20 15:56:34"
629,999377,"Email Campaign",2024-08-28,All,App,2864,622,55,4677.7,9655.34,2.98,"2024-11-20 15:56:34"
630,131812,"Referral Program",2024-08-28,All,SMS,6496,848,33,2903.65,7677.6,3.63,"2024-11-20 15:56:34"
631,530544,"New User Discount",2024-08-27,All,"Social Media",3093,617,72,3554.17,4852.48,2.24,"2024-11-20 15:56:34"
632,523856,"Weekend Special",2024-08-27,"New Users",SMS,4391,161,85,1227.47,4816.83,1.96,"2024-11-20 15:56:34"
633,143504,"Festival Offer",2024-08-27,"New Users",SMS,1800,452,49,4981.39,3726.88,3.92,"2024-11-20 15:56:34"
634,429784,"Flash Sale",2024-08-27,Inactive,App,5652,853,84,4147.33,8378.42,3.86,"2024-11-20 15:56:34"
635,113886,"Membership Drive",2024-08-27,Inactive,"Social Media",7705,260,66,2509.56,9138.94,2.93,"2024-11-20 15:56:34"
636,742481,"Category Promotion",2024-08-27,Premium,App,1273,428,29,2093.15,4304.91,2.76,"2024-11-20 15:56:34"
637,519542,"App Push Notification",2024-08-27,Inactive,SMS,3973,156,42,2188.12,2486.77,2.1,"2024-11-20 15:56:34"
638,399975,"Email Campaign",2024-08-27,"New Users",Email,3972,780,27,4831.74,3627.61,1.85,"2024-11-20 15:56:34"
639,793282,"Referral Program",2024-08-27,"New Users","Social Media",5858,798,37,2687.45,2933.79,3.12,"2024-11-20 15:56:34"
640,915778,"New User Discount",2024-08-26,All,App,5146,654,23,2536.68,6382.49,3.81,"2024-11-20 15:56:34"
641,233466,"Weekend Special",2024-08-26,"New Users",App,4273,385,60,3909.24,8375.42,1.64,"2024-11-20 15:56:34"
642,930068,"Festival Offer",2024-08-26,All,App,4551,784,97,2272.7,8028.78,2.13,"2024-11-20 15:56:34"
643,694681,"Flash Sale",2024-08-26,All,"Social Media",3665,203,78,1299.03,3399.25,3.97,"2024-11-20 15:56:34"
644,157009,"Membership Drive",2024-08-26,Premium,SMS,2895,674,92,4700.08,3078.73,2.33,"2024-11-20 15:56:34"
645,196230,"Category Promotion",2024-08-26,Inactive,"Social Media",1081,341,64,2083.5,8567.09,2.59,"2024-11-20 15:56:34"
646,654429,"App Push Notification",2024-08-26,Premium,"Social Media",9492,448,85,2228.51,2847.47,2.32,"2024-11-20 15:56:34"
647,132669,"Email Campaign",2024-08-26,Premium,SMS,1673,1000,60,2285.82,2338.4,3.72,"2024-11-20 15:56:34"
648,145503,"Referral Program",2024-08-26,Premium,Email,4754,206,55,2813.13,7425.56,3.36,"2024-11-20 15:56:34"
649,22459,"New User Discount",2024-08-25,All,App,7793,427,30,4221.53,6827.3,3.93,"2024-11-20 15:56:34"
650,261354,"Weekend Special",2024-08-25,"New Users","Social Media",4303,543,42,3544.24,6050.64,2.83,"2024-11-20 15:56:34"
651,258273,"Festival Offer",2024-08-25,Inactive,Email,6169,549,37,3100.54,2341.72,3.56,"2024-11-20 15:56:34"
652,32575,"Flash Sale",2024-08-25,Inactive,"Social Media",2083,323,26,3018.5,5970.93,3.32,"2024-11-20 15:56:34"
653,176026,"Membership Drive",2024-08-25,Premium,Email,3563,833,82,2371.45,9832.7,2.44,"2024-11-20 15:56:34"
654,192426,"Category Promotion",2024-08-25,Inactive,App,1189,735,46,2554.76,2730.5,3.18,"2024-11-20 15:56:34"
655,868612,"App Push Notification",2024-08-25,"New Users",Email,9760,825,80,1543.32,9270.58,2.5,"2024-11-20 15:56:34"
656,91435,"Email Campaign",2024-08-25,Premium,Email,8094,411,13,1047.19,6583.72,2.43,"2024-11-20 15:56:34"
657,243,"Referral Program",2024-08-25,Premium,Email,2480,639,53,3641.18,5970.43,3.99,"2024-11-20 15:56:34"
658,571654,"New User Discount",2024-08-24,All,SMS,8814,389,79,4948.12,9950.16,1.86,"2024-11-20 15:56:34"
